Row number,Subject,Group,Date,Weight,Bodylength,Sex,life_history,temp_new,temp_new_year,temp_utprop,temp_ltprop,temp_utprop_year,temp_ltprop_year,BirthWithinYear,BirthWithinNextYear,BirthWithinLast5Months,DOBnextyear,DaysUntilBirth,onemonthfruit,twelvemonthfruit,age,DOB,firstyeartemp_new,firstyearfruit,firstyeartemp_ut_prop,firstyeartemp_lt_prop,day_of_year,time_since_first_entry,decades_since_first_entry,BirthWithinYearfactor,BirthWithinNextYearfactor,BirthWithinLast5Monthsfactor
101,Dinamita/,D500,2006-08-12,NA,NA,F,territory_holder,20.51348761,22.7005721,0.014784946,0.469670407,0.026529615,0.315976675,1,1,0,2006-12-07,117,2124.181982,14741.41907,NA,NA,NA,NA,NA,NA,225,6.973305955,0.697330595,birth,birth,no birth
102,Dinamita/,D500,2008-04-16,1320,NA,F,NA,23.97323717,21.79871426,0.010869565,0.19686132,0.018302681,0.342164333,1,0,1,NA,NA,123.0065369,11170.89229,NA,NA,NA,NA,NA,NA,107,8.651608487,0.865160849,birth,no birth,birth
103,Dinosaurio/,D500,2019-12-05,1100,NA,M,predispersal,26.24381035,22.96885176,0.037921628,0.072795127,0.035981864,0.305932674,1,0,1,NA,NA,200.7413005,15139.29894,2.057534247,2017-11-14,22.20438923,13130.19112,0.010240507,0.291073556,340,20.28747433,2.028747433,birth,no birth,birth
104,Dionisio/,D500,2003-12-04,770,67,M,predispersal,25.16866845,22.69942089,0.039329126,0.132538569,0.023975157,0.315643293,1,0,1,NA,NA,1720.991638,NA,1.057534247,2002-11-13,21.48923685,NA,0.025537363,0.311760578,339,4.284736482,0.428473648,birth,no birth,birth
105,Dionisio/,D800,2005-11-10,1077.5,75,M,territory_holder,22.02640002,22.33176833,0.016538102,0.371562752,0.020833559,0.325949355,0,0,0,NA,NA,269.7212077,150347.4245,2.994520548,2002-11-13,21.48923685,NA,0.025537363,0.311760578,315,6.220396988,0.622039699,no birth,no birth,no birth
106,Dionisio/,D800,2009-02-25,1205,NA,M,territory_holder,27.0150017,22.25073567,0.016187471,0.00672043,0.019251547,0.342628885,1,0,1,NA,NA,12775.78797,NA,6.290410959,2002-11-13,21.48923685,NA,0.025537363,0.311760578,56,9.514031485,0.951403149,birth,no birth,birth
107,Dionisio/,D800,2010-05-05,1300,72,M,territory_holder,21.34765412,22.41707271,0.009408602,0.417378554,0.02615731,0.332538027,0,0,0,NA,NA,3262.938485,59479.46393,7.479452055,2002-11-13,21.48923685,NA,0.025537363,0.311760578,126,10.70225873,1.070225873,no birth,no birth,no birth
108,Dionisio/,D800,2012-06-01,1270,NA,M,territory_holder,20.37198676,23.21517372,0,0.459369593,0.050558136,0.30618442,1,0,0,NA,NA,302.990237,14678.63849,9.556164384,2002-11-13,21.48923685,NA,0.025537363,0.311760578,153,12.77754962,1.277754962,birth,no birth,no birth
109,Diosa/,D500,2003-09-19,990,72,F,predispersal,NA,22.73690967,NA,NA,0.022133779,0.310181097,1,1,0,2003-10-07,18,2377.690027,NA,1.961643836,2001-10-03,21.0874204,NA,0.012399382,0.303801233,263,4.076659822,0.407665982,birth,birth,no birth
110,Diosa/,Solitario,2005-06-23,1320,NA,F,floater,19.56811696,22.65898978,0,0.503904756,0.02255366,0.312478905,2,2,0,NA,NA,NA,NA,3.723287671,2001-10-03,21.0874204,NA,0.012399382,0.303801233,175,5.837097878,0.583709788,unknown,unknown,no birth
111,Discoteca/,D500,2014-05-08,1315,NA,F,predispersal,21.75756792,NA,0,0.269748686,NA,NA,1,1,0,2014-10-01,146,15412.45601,87783.37751,2.509589041,2011-11-04,24.83568719,5064.975676,0.055615895,0.302660273,129,14.71047228,1.471047228,birth,birth,no birth
112,Diuresis/,D500,2001-02-14,1000,71.85,F,predispersal,28.3867318,22.16695956,0.058222983,0,0.019514274,0.325984576,0,1,0,2001-10-03,231,NA,NA,1.375342466,1999-10-01,22.21850989,NA,NA,NA,45,1.483915127,0.148391513,no birth,birth,no birth
113,Diuresis/,D500,2002-01-14,1250,70,F,predispersal,27.12803642,NA,0.03531746,0.043322981,NA,NA,1,1,1,2002-11-13,303,NA,NA,2.290410959,1999-10-01,22.21850989,NA,NA,NA,14,2.39835729,0.239835729,birth,birth,birth
114,Diuresis/,D500,2003-09-18,1300,NA,F,predispersal,NA,22.73074618,NA,NA,0.021548573,0.310181097,1,1,0,2003-10-07,19,2377.690027,NA,3.967123288,1999-10-01,22.21850989,NA,NA,NA,262,4.073921971,0.407392197,birth,birth,no birth
115,Diuresis/,Solitario,2005-08-26,1320,NA,F,floater,19.77327145,22.7606653,0.004032258,0.474536183,0.022835106,0.300589567,2,2,0,NA,NA,NA,NA,5.906849315,1999-10-01,22.21850989,NA,NA,NA,239,6.012320329,0.601232033,unknown,unknown,no birth
116,Diuresis/,D500,2008-05-20,1250,NA,F,territory_holder,19.65128501,21.69890279,0,0.509042033,0.018302681,0.347434426,1,0,1,NA,NA,95.03111862,9970.105406,8.64109589,1999-10-01,22.21850989,NA,NA,NA,141,8.744695414,0.874469541,birth,no birth,birth
117,Divertida/,D500,2009-02-16,NA,71.5,F,territory_holder,26.60319712,22.25054213,0.004207574,0.022849462,0.018113114,0.342628885,0,1,0,2009-11-01,258,16877.30321,NA,NA,NA,NA,NA,NA,NA,47,9.489390828,0.948939083,no birth,birth,no birth
118,Dixi/,D500,2012-06-16,1100,60,M,predispersal,18.86654979,23.22449157,0,0.535355306,0.050558136,0.301796463,1,0,0,NA,NA,356.2327399,17970.19742,1.649315068,2010-10-23,22.18008958,92854.34751,0.009780027,0.312331318,168,12.81861739,1.281861739,birth,no birth,no birth
119,Dixi/,D500,2013-12-05,1250,73.5,M,predispersal,NA,NA,NA,NA,NA,NA,1,1,1,2014-10-01,300,24888.95019,NA,3.120547945,2010-10-23,22.18008958,92854.34751,0.009780027,0.312331318,340,14.28884326,1.428884326,birth,birth,birth
120,Dixson/,D500,2002-03-13,1450,72,M,territory_holder,27.31933624,NA,0.011103319,0.004032258,NA,NA,1,1,0,2002-11-13,245,NA,NA,NA,NA,NA,NA,NA,NA,73,2.557152635,0.255715264,birth,birth,no birth
121,Dixson/,D500,2003-11-04,1125,NA,M,territory_holder,23.3453835,22.69649762,0.030362839,0.261396574,0.023430621,0.315865347,1,0,1,NA,NA,2430.717822,NA,NA,NA,NA,NA,NA,NA,309,4.202600958,0.420260096,birth,no birth,birth
122,Dixson/,Solitario,2003-11-11,1015,NA,M,floater,23.99664557,22.76396086,0.048418394,0.244367589,0.025069198,0.313114185,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,4.221765914,0.422176591,unknown,unknown,no birth
123,Dobby/,D800,2015-03-18,630,NA,M,predispersal,27.6998923,23.38876408,0.011010287,0,0.014652139,0.253012445,1,1,0,2015-10-05,201,24802.83052,146376.9578,0.449315068,2014-10-05,23.17326266,152073.6154,0.017892509,0.253332916,78,15.57015743,1.557015743,birth,birth,no birth
124,Doly/,D800,2005-11-25,1330,75,F,territory_holder,23.77665515,22.46864437,0.026435463,0.218691327,0.023078763,0.320897515,0,0,0,NA,NA,269.7212077,150347.4245,NA,NA,NA,NA,NA,NA,330,6.26146475,0.626146475,no birth,no birth,no birth
125,Doly/,D800,2008-01-21,1287.5,74,F,territory_holder,28.16331389,22.18310598,0.08345021,0.005610098,0.025566924,0.324424068,0,1,0,2008-10-17,270,632.0402986,140410.6543,NA,NA,NA,NA,NA,NA,21,8.41615332,0.841615332,no birth,birth,no birth
126,Domingo/,D800,2001-03-20,1580,62,M,territory_holder,28.46294442,22.40457936,0.046243845,0,0.022268197,0.322581867,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1.577002053,0.157700205,no birth,no birth,no birth
127,Don/,D800,2004-01-22,955,72.5,M,predispersal,27.29105625,22.56092585,0.017090612,0.029495516,0.019007799,0.322780956,1,0,1,NA,NA,2320.891148,NA,1.17260274,2002-11-20,23.9002331,NA,0.025336721,0.314121757,22,4.41889117,0.441889117,birth,no birth,birth
128,Donatello/,D800,2004-05-30,1330,75,M,territory_holder,15.96122285,22.47478827,0,0.763791491,0.023816016,0.329138393,1,0,0,NA,NA,3819.610671,23367.43494,NA,NA,NA,NA,NA,NA,151,4.772073922,0.477207392,birth,no birth,no birth
129,Donna/,D800,2013-06-13,1385,70,F,territory_holder,NA,NA,NA,NA,NA,NA,0,1,0,2013-10-11,120,71.79109268,NA,NA,NA,NA,NA,NA,NA,165,13.80971937,1.380971937,no birth,birth,no birth
130,Donovan/,D800,2014-04-07,1277.5,70,M,predispersal,24.86766178,NA,0.001240695,0.085393251,NA,NA,1,1,0,2014-10-05,181,9942.133875,61606.13865,2.484931507,2011-10-13,22.82240093,6176.149705,0.054530924,0.305997867,98,14.6255989,1.46255989,birth,birth,no birth
131,Donovan/,D500,2017-09-18,1375,33,M,territory_holder,22.02455348,22.87069757,0.022405047,0.421535387,0.01359817,0.289508187,2,1,0,2017-11-14,57,2326.386216,18522.0872,5.936986301,2011-10-13,22.82240093,7569.639666,0.054530924,0.305997867,262,18.0752909,1.80752909,unknown,birth,no birth
132,Dobby/,D800,2018-06-21,1400,76,M,predispersal,16.07199294,23.24042876,0,0.667186648,0.010687265,0.252697226,1,0,0,NA,NA,48.86245755,10665.32173,3.712328767,2014-10-05,23.17326266,152073.6154,0.017892509,0.253332916,173,18.83093771,1.883093771,birth,no birth,no birth
133,Dorotea/,D800,2003-09-29,1325,NA,F,territory_holder,NA,22.79770984,NA,NA,0.023655795,0.307454112,1,1,0,2003-10-21,22,2029.753332,NA,NA,NA,NA,NA,NA,NA,273,4.10403833,0.410403833,birth,birth,no birth
134,Dorotea/,D800,2004-04-14,1450,NA,F,territory_holder,26.48281642,22.8712255,0.023216031,0.080666412,0.023816016,0.30816765,1,0,0,NA,NA,96.69736837,20763.44463,NA,NA,NA,NA,NA,NA,105,4.646132786,0.464613279,birth,no birth,no birth
135,Duana/,D100,2007-12-04,1120,NA,F,predispersal,24.09464461,22.25598866,0.019295338,0.230769931,0.025052154,0.322063056,0,2,0,NA,NA,2209.339891,200938.7594,3.005479452,2004-12-02,23.03295708,203367.2995,0.023078763,0.322694928,339,8.284736482,0.828473648,no birth,unknown,no birth
136,Duana/,D100,2009-02-12,1200,71,F,predispersal,26.5967981,22.23808256,0.009583918,0.016129032,0.018113114,0.343705222,1,0,1,NA,NA,18776.04459,NA,4.2,2004-12-02,23.03295708,203367.2995,0.023078763,0.322694928,43,9.478439425,0.947843943,birth,no birth,birth
137,Dulcinea/,D100,2010-03-18,1290,76,F,territory_holder,27.08618694,22.63791023,0.016362786,0.020628799,0.028797771,0.326556382,0,0,0,NA,NA,8138.227236,92288.86071,NA,NA,NA,NA,NA,NA,78,10.57084189,1.057084189,no birth,no birth,no birth
138,Duque/,D100,2003-03-27,1300,75,M,territory_holder,26.10693718,22.72621201,0.020209104,0.057524757,0.019549757,0.298568047,1,0,1,NA,NA,469.5742149,NA,NA,NA,NA,NA,NA,NA,87,3.594798084,0.359479808,birth,no birth,birth
139,Duquesa/,D100,2003-03-26,1345,62,F,territory_holder,26.10553466,22.72632314,0.020209104,0.057524757,0.019549757,0.298568047,1,0,1,NA,NA,469.5742149,NA,NA,NA,NA,NA,NA,NA,86,3.592060233,0.359206023,birth,no birth,birth
140,Duquesa/,D100,2005-07-11,1305,NA,F,territory_holder,18.22088482,22.63304238,0,0.60416401,0.02255366,0.31131473,1,0,0,NA,NA,481.0525699,224599.0986,NA,NA,NA,NA,NA,NA,193,5.886379192,0.588637919,birth,no birth,no birth
141,Durazno/,D100,2004-02-06,1402.5,78,M,territory_holder,28.69842205,22.59038258,0.076931659,0.008356709,0.020447187,0.32187007,0,1,0,2004-12-02,300,6652.216594,31474.22562,NA,NA,NA,NA,NA,NA,37,4.459958932,0.445995893,no birth,birth,no birth
142,Durazno/,D100,2005-11-09,1320,NA,M,territory_holder,21.88488529,22.34009174,0.016538102,0.386230822,0.020833559,0.325711118,1,0,0,NA,NA,416.613222,205493.2804,NA,NA,NA,NA,NA,NA,314,6.217659138,0.621765914,birth,no birth,no birth
143,Durazno/,D100,2006-04-26,1400,NA,M,territory_holder,22.68849889,22.53487634,0,0.280223341,0.025391181,0.319881906,0,0,0,NA,NA,3667.708454,10346.80823,NA,NA,NA,NA,NA,NA,117,6.67761807,0.667761807,no birth,no birth,no birth
144,Durazno/,D100,2007-08-16,1220,NA,M,territory_holder,14.41751161,22.23212728,0,0.762105123,0.021083129,0.318186154,0,0,0,NA,NA,2296.406882,203555.6334,NA,NA,NA,NA,NA,NA,229,7.983572895,0.79835729,no birth,no birth,no birth
145,Durazno/,C0after,2011-08-30,1295,NA,M,territory_holder,18.31880435,22.03605155,0,0.572131229,0.007256276,0.333346668,2,2,0,NA,NA,3287.57566,86216.31407,NA,NA,NA,NA,NA,NA,243,12.02190281,1.202190281,unknown,unknown,no birth
146,Efimero/,E350,2013-05-02,935,70,M,predispersal,NA,NA,NA,NA,NA,NA,1,1,0,2013-11-30,212,3989.218382,NA,1.328767123,2012-01-03,24.23283514,4196.831922,0.056553078,0.299699195,123,13.69472964,1.369472964,birth,birth,no birth
147,Elba/,E500,2017-11-02,NA,NA,F,predispersal,23.04614797,22.9628837,0.011111111,0.261322932,0.013291283,0.284659837,1,1,0,2017-11-18,16,1075.032154,21799.18629,2.095890411,2015-09-29,21.54674618,68350.44186,0.01410464,0.347884828,307,18.19849418,1.819849418,birth,birth,no birth
148,Elegida/,E500,2001-03-29,1550,72.5,F,predispersal,27.55324158,22.36652457,0.046243845,0.044880785,0.022009932,0.32245835,1,0,1,NA,NA,NA,NA,3.430136986,1997-10-24,22.43035858,NA,NA,NA,89,1.60164271,0.160164271,birth,no birth,birth
149,Elegida/,E500,2001-10-04,1010,NA,F,predispersal,19.52229362,NA,0,0.511893411,NA,NA,1,0,0,NA,NA,NA,NA,3.947945205,1997-10-24,22.43035858,NA,NA,NA,278,2.119096509,0.211909651,birth,no birth,no birth
150,ElGordoSam/,E500,2013-05-02,1440,NA,M,territory_holder,NA,NA,NA,NA,NA,NA,0,1,0,2013-09-26,147,3571.194865,NA,NA,NA,NA,NA,NA,NA,123,13.69472964,1.369472964,no birth,birth,no birth
151,ElGordoSam/,E500,2013-08-29,1280,NA,M,territory_holder,NA,NA,NA,NA,NA,NA,0,1,0,2013-09-26,28,1925.714788,NA,NA,NA,NA,NA,NA,NA,242,14.02053388,1.402053388,no birth,birth,no birth
152,Elino/,E500,2002-06-15,1350,77,M,NA,18.99077804,NA,0,0.539175061,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,2.814510609,0.281451061,no birth,no birth,no birth
153,Elino/,Solitario,2003-09-15,1235,NA,M,floater,17.55456423,22.77534808,0.023067633,0.618066535,0.021488213,0.307383935,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,4.065708419,0.406570842,unknown,unknown,no birth
154,Eliza/,E500,2023-01-31,1350,74,F,territory_holder,28.69211139,22.21976341,0.14437846,0.040972222,0.038929544,0.367894313,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,23.44421629,2.344421629,unknown,unknown,no birth
155,Eloysa/,E500,2015-03-19,1450,77,F,territory_holder,27.75495374,23.4103363,0.016770656,0,0.015146797,0.253012445,0,1,0,2015-09-29,194,15351.91149,268102.6618,7.232876712,2007-12-26,24.1851728,15135.83018,0.020513723,0.341081875,79,15.57289528,1.557289528,no birth,birth,no birth
156,Elton/,E500,2019-12-27,1450,74,M,territory_holder,26.16450771,22.92270252,0.062986159,0.130480124,0.037497655,0.309750196,0,1,0,2020-12-21,360,155.8733347,20686.07695,6.254794521,2013-09-26,19.19315423,197637.8331,NA,NA,362,20.34770705,2.034770705,no birth,birth,no birth
157,Emilio/,E350,2008-02-08,1040,61,F,predispersal,27.39211824,22.14744034,0.048562412,0.024427302,0.0268291,0.326017875,1,0,1,NA,NA,1895.881311,119822.2301,2.123287671,2005-12-25,23.8715301,34229.31084,0.02840697,0.282791303,39,8.465434634,0.846543463,birth,no birth,birth
158,Emilio2/,Esterito,2003-04-28,1150,74.5,M,NA,22.82389438,22.66605541,0,0.298731884,0.019549757,0.310174337,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,3.682409309,0.368240931,unknown,unknown,no birth
159,Emma/,E500,2007-12-11,1165,73,F,predispersal,24.96857571,22.22439317,0.016362786,0.157700528,0.024369094,0.322300642,2,1,0,2007-12-25,14,2729.171474,260462.8948,2.997260274,2004-12-12,23.7153199,263991.4045,0.023078763,0.326648216,346,8.303901437,0.830390144,unknown,birth,no birth
160,Enrique/,E500,2007-11-08,970,NA,M,predispersal,23.61546535,22.31683255,0.040481958,0.238980265,0.025422675,0.317501804,2,1,0,2007-12-25,47,812.0842949,260608.801,1.857534247,2005-12-30,22.4606749,31081.03255,0.027575418,0.281529126,313,8.213552361,0.821355236,unknown,birth,no birth
161,Enrique/,E500,2008-08-20,1110,NA,M,predispersal,18.05530037,22.49911776,0,0.682232564,0.018302681,0.325555289,1,1,0,2008-10-01,42,2345.185762,NA,2.64109589,2005-12-30,22.4606749,31081.03255,0.027575418,0.281529126,233,8.996577687,0.899657769,birth,birth,no birth
162,Enrique/,Solitario,2010-03-24,1260,73,M,floater,26.52982883,22.6466982,0.006778869,0.020628799,0.029026081,0.325295711,2,2,0,NA,NA,NA,NA,4.232876712,2005-12-30,22.4606749,NA,0.027575418,0.281529126,84,10.58726899,1.058726899,unknown,unknown,no birth
163,Eriko/,E350,2003-03-27,1280,72.5,M,territory_holder,26.10693718,22.72621201,0.020209104,0.057524757,0.019549757,0.298568047,2,1,2,2003-12-05,253,592.938419,NA,NA,NA,NA,NA,NA,NA,87,3.594798084,0.359479808,unknown,birth,unknown
164,Eriko/,E350,2005-05-26,1380,NA,M,territory_holder,19.62345138,22.39203711,0,0.51227209,0.02255366,0.328258784,1,1,0,2005-12-25,213,544.3313181,333253.8956,NA,NA,NA,NA,NA,NA,147,5.760438056,0.576043806,birth,birth,no birth
165,Eriko/,E350,2005-11-15,1230,NA,M,territory_holder,22.39067071,22.41370252,0.010752688,0.32615602,0.021746801,0.322986282,1,1,0,2005-12-25,40,636.0645372,298159.0319,NA,NA,NA,NA,NA,NA,320,6.234086242,0.623408624,birth,birth,no birth
166,Eriko/,E350,2006-05-03,1365,NA,M,territory_holder,21.45267873,22.55410052,0,0.369209274,0.025391181,0.317964118,1,0,1,NA,NA,1929.684429,16394.40344,NA,NA,NA,NA,NA,NA,124,6.696783025,0.669678303,birth,no birth,birth
167,Eriko/,E350,2010-03-25,1260,NA,M,territory_holder,26.32297399,22.63665254,0.005434783,0.020628799,0.029026081,0.325295711,1,1,1,2011-01-05,286,12618.86567,135702.3284,NA,NA,NA,NA,NA,NA,85,10.59000684,1.059000684,birth,birth,birth
168,Ernestina/,E500,2001-01-15,1177.5,73.5,F,predispersal,NA,22.08404168,NA,NA,0.018063929,0.328238503,1,0,1,NA,NA,NA,NA,2.175342466,1998-11-13,23.33466189,NA,NA,NA,15,1.401779603,0.14017796,birth,no birth,birth
169,Eros/,E350,2009-02-17,920,68.5,M,predispersal,26.56247131,22.24644377,0.004207574,0.022849462,0.018113114,0.342628885,0,1,0,2009-11-04,260,27719.29289,NA,1.304109589,2007-10-30,20.11953502,15425.94237,0.01489458,0.347515278,48,9.492128679,0.949212868,no birth,birth,no birth
170,Esperanza/,E500,2001-07-02,1380,68,F,territory_holder,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,1.861738535,0.186173854,birth,no birth,no birth
171,Estrella/,E500,2002-08-09,1300,72.5,F,territory_holder,NA,22.50302919,NA,NA,0.012341169,0.305202375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2.965092402,0.29650924,no birth,no birth,no birth
172,Estupenda/,E350,2015-04-22,1060,72,F,predispersal,23.08755895,23.38185561,0,0.163023289,0.015368083,0.253665092,1,1,0,2015-10-28,189,28917.62803,331703.6346,1.391780822,2013-11-30,23.43559033,324171.9289,NA,NA,113,15.6659822,1.56659822,birth,birth,no birth
173,Eulogia/,E350,2003-04-03,1310,64.5,F,territory_holder,25.37041996,22.76514993,0,0.059442249,0.019604672,0.294435015,2,1,2,2003-12-05,246,8009.871991,NA,NA,NA,NA,NA,NA,NA,94,3.613963039,0.361396304,unknown,birth,unknown
174,Eulogia/,Solitario,2003-09-04,1125,NA,F,floater,16.21309908,22.76252718,0.005676329,0.693357488,0.019970818,0.31020525,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,4.03559206,0.403559206,unknown,unknown,no birth
175,Eusebia/,E350,2014-03-11,NA,NA,F,predispersal,25.61211134,NA,0.027217742,0.09824402,NA,NA,1,1,1,2014-10-23,226,6111.163104,105997.6363,1.276712329,2012-11-30,24.91521739,23166.31856,NA,NA,71,14.55167693,1.455167693,birth,birth,birth
176,Ernestina/,E350,2003-08-26,1365,73.5,F,territory_holder,17.16529456,22.79707135,0.001449275,0.671799517,0.019616596,0.308172382,2,1,2,2003-12-05,101,1203.02233,NA,4.78630137,1998-11-13,23.33466189,NA,NA,NA,239,4.010951403,0.40109514,unknown,birth,unknown
177,Ernestina/,E350,2003-09-11,NA,NA,F,territory_holder,17.67439256,22.82020406,0.023067633,0.615167984,0.021488213,0.306193736,2,1,0,2003-12-05,85,1975.679157,NA,4.830136986,1998-11-13,23.33466189,NA,NA,NA,255,4.054757016,0.405475702,unknown,birth,no birth
178,Ernestina/,E350,2005-05-09,1475,NA,F,territory_holder,21.07889767,22.19880439,0,0.392879886,0.02255366,0.343470187,1,1,0,2005-12-25,230,544.3313181,333253.8956,6.490410959,1998-11-13,23.33466189,NA,NA,NA,130,5.713894593,0.571389459,birth,birth,no birth
179,Ernestina/,E350,2006-04-28,1430,NA,F,territory_holder,22.46866485,22.57964746,0,0.29413171,0.025391181,0.316164674,1,0,1,NA,NA,5679.770062,15009.05033,7.460273973,1998-11-13,23.33466189,NA,NA,NA,119,6.683093771,0.668309377,birth,no birth,birth
180,Evaristo/,E350,2007-10-03,1250,73.5,M,predispersal,22.82209561,22.40901783,0.028459561,0.336430575,0.022924421,0.306160786,2,1,0,2007-10-30,27,1761.70355,295175.3143,3.830136986,2003-12-05,23.57617256,64517.54835,0.017321597,0.337240271,277,8.114989733,0.811498973,unknown,birth,no birth
181,Fabian/,Solitario,2001-09-06,1180,72.25,M,floater,20.57986127,NA,0.001388889,0.492351308,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,2.042436687,0.204243669,unknown,unknown,no birth
182,Fabian/,E500,2003-11-05,1240,73,M,territory_holder,23.33572166,22.69779442,0.030362839,0.277338603,0.023430621,0.316315008,2,1,0,2003-12-04,29,2342.550198,NA,NA,NA,NA,NA,NA,NA,310,4.205338809,0.420533881,unknown,birth,no birth
183,Fabian/,E500,2004-04-12,1360,NA,M,territory_holder,26.22753092,22.80453131,0.021871945,0.080666412,0.023699953,0.311599082,1,1,1,2004-12-12,244,159.7058046,35736.74939,NA,NA,NA,NA,NA,NA,103,4.640657084,0.464065708,birth,birth,birth
184,Fabian/,E500,2004-10-19,1135,NA,M,territory_holder,22.19195302,22.34571686,0.002688172,0.331989247,0.020780629,0.333667123,1,1,0,2004-12-12,54,7365.999963,61321.8316,NA,NA,NA,NA,NA,NA,293,5.160848734,0.516084873,birth,birth,no birth
185,Fabian/,E500,2005-04-19,1332.5,NA,M,territory_holder,24.46518124,22.18857716,0.018055556,0.187367463,0.02255366,0.34260318,1,1,1,2005-12-30,255,945.9645041,309058.6745,NA,NA,NA,NA,NA,NA,110,5.659137577,0.565913758,birth,birth,birth
186,Fabian/,E500,2008-03-04,1235,NA,M,territory_holder,26.17307008,21.99711306,0.020336606,0.06042012,0.022202111,0.327037065,1,1,1,2008-10-01,211,341.4880673,24288.08958,NA,NA,NA,NA,NA,NA,64,8.533880903,0.85338809,birth,birth,birth
187,Fabian/,E500,2011-04-09,1275,NA,M,territory_holder,24.87941317,21.6074172,0.001344086,0.114247312,0.00805318,0.374760485,0,1,0,2011-10-28,202,1176.840735,109426.4625,NA,NA,NA,NA,NA,NA,100,11.63039014,1.163039014,no birth,birth,no birth
188,Fabian/,E500,2012-06-13,1220,NA,M,territory_holder,18.38841999,23.20545941,0,0.584894477,0.050558136,0.304640417,1,0,0,NA,NA,340.4721581,22852.53461,NA,NA,NA,NA,NA,NA,165,12.81040383,1.281040383,birth,no birth,no birth
189,falta asignar/,H900,2008-04-11,1260,74,F,NA,24.73484306,21.88943009,0.010869565,0.142864125,0.018302681,0.334650672,2,1,2,2008-11-29,232,NA,NA,NA,NA,NA,NA,NA,NA,102,8.637919233,0.863791923,unknown,birth,unknown
190,Fany/,Fauna,2004-01-14,885,71,F,predispersal,26.57173393,22.56470731,0.009530792,0.059532917,0.019993165,0.323025215,1,1,1,2004-12-03,324,NA,NA,1.287671233,2002-10-01,24.23254282,NA,0.024023217,0.309959725,14,4.396988364,0.439698836,birth,birth,birth
191,Fede/,F700,2002-05-09,1300,74,M,territory_holder,22.20027745,NA,0,0.236336188,NA,NA,1,1,0,2002-12-13,218,NA,NA,NA,NA,NA,NA,NA,NA,130,2.71321013,0.271321013,birth,birth,no birth
192,Felicia/,F700,2013-05-10,1235,NA,F,predispersal,NA,NA,NA,NA,NA,NA,0,1,0,2013-10-30,173,3538.115497,NA,2.430136986,2010-12-05,20.83790587,118181.052,0.009853146,0.29236855,131,13.71663244,1.371663244,no birth,birth,no birth
193,Felino?/,F700,2008-05-09,1250,73,M,territory_holder,19.98311647,21.56600998,0.002805049,0.471407625,0.018302681,0.358586124,1,0,1,NA,NA,194.6459937,17640.5869,NA,NA,NA,NA,NA,NA,130,8.714579055,0.871457906,birth,no birth,birth
194,Felino/,F700,2003-12-18,1157.5,74,M,territory_holder,24.83182774,22.62150216,0.008415147,0.106995622,0.023858116,0.321067435,0,1,0,2004-12-12,360,1911.697888,NA,NA,NA,NA,NA,NA,NA,353,4.323066393,0.432306639,no birth,birth,no birth
195,Felipa/,F700,2002-05-27,1370,74.5,F,territory_holder,21.266086,NA,0,0.37512219,NA,NA,1,1,0,2002-12-13,200,NA,NA,NA,NA,NA,NA,NA,NA,148,2.762491444,0.276249144,birth,birth,no birth
196,Felix/,F700,2002-03-21,870,68,M,predispersal,28.01046581,NA,0.042872625,0.005376344,NA,NA,1,1,1,2002-12-13,267,NA,NA,1.468493151,2000-10-01,26.14267278,NA,NA,NA,81,2.579055441,0.257905544,birth,birth,birth
197,Felix/,F700,2003-10-14,1100,62,M,territory_holder,NA,22.66116551,NA,NA,0.021980624,0.315763954,1,2,0,NA,NA,6286.822068,NA,3.035616438,2000-10-01,26.14267278,NA,NA,NA,288,4.145106092,0.414510609,birth,unknown,no birth
198,Felix/,L100,2005-08-31,1245,NA,M,territory_holder,19.49905064,22.77728098,0.004032258,0.508064516,0.022835106,0.298688389,0,1,0,2005-10-31,61,433.0111986,272479.7414,4.917808219,2000-10-01,26.14267278,NA,NA,NA,244,6.026009582,0.602600958,no birth,birth,no birth
199,Fermin/,F700,2015-03-25,1450,74,M,territory_holder,27.35951431,23.46504657,0.018851822,0.034946237,0.015325512,0.251549907,1,1,1,2015-10-29,218,13706.25526,252733.965,NA,NA,NA,NA,NA,NA,85,15.58932238,1.558932238,birth,birth,birth
200,Feroz/,F700,2017-11-21,1100,NA,M,predispersal,23.23513722,23.00120158,0.006048387,0.20726931,0.013463459,0.279576408,1,0,0,NA,NA,1191.633053,22035.01103,2.065753425,2015-10-29,21.28215251,56125.96052,0.012613629,0.348855181,326,18.25051335,1.825051335,birth,no birth,no birth
